timestamp,open,high,low,close,volume,trade_count,vwap
2016-02-11 05:00:00+00:00,93.79,94.72,92.59,93.7,50074711,315317,93.587102
2016-02-12 05:00:00+00:00,94.19,94.5,93.01,93.99,40351381,244084,93.747999
2016-02-16 05:00:00+00:00,95.02,96.85,94.61,96.64,49057616,267841,95.943137
2016-02-17 05:00:00+00:00,96.66,98.21,96.15,98.12,44863243,243457,97.41225
2016-02-18 05:00:00+00:00,98.84,98.89,96.091,96.26,39020983,215834,96.985019
2016-02-19 05:00:00+00:00,96.0,96.7599,95.8,96.04,35345373,188224,96.22194
2016-02-22 05:00:00+00:00,96.31,96.9,95.92,96.88,34280458,187680,96.408009
2016-02-23 05:00:00+00:00,96.4,96.5,94.55,94.69,31942633,199764,95.276188
2016-02-24 05:00:00+00:00,93.98,96.38,93.32,96.1,36255745,220035,94.796581
2016-02-25 05:00:00+00:00,96.05,96.76,95.25,96.76,27332659,173260,96.04577
2016-02-26 05:00:00+00:00,97.2,98.0237,96.58,96.91,28991131,172880,97.230733
2016-02-29 05:00:00+00:00,96.86,98.23,96.65,96.69,35216277,175887,97.351678
2016-03-01 05:00:00+00:00,97.65,100.77,97.42,100.53,50372965,294792,99.639696
2016-03-02 05:00:00+00:00,100.51,100.89,99.64,100.75,33169560,190904,100.213956
2016-03-03 05:00:00+00:00,100.58,101.7099,100.45,101.5,36709242,209590,101.197142
2016-03-04 05:00:00+00:00,102.37,103.75,101.37,103.01,46048450,246861,102.71522
2016-03-07 05:00:00+00:00,102.39,102.83,100.96,101.87,35915810,211392,101.907181
2016-03-08 05:00:00+00:00,100.78,101.76,100.4,101.03,31481889,187692,101.134074
2016-03-09 05:00:00+00:00,101.31,101.58,100.27,101.12,27201683,169252,100.995115
2016-03-10 05:00:00+00:00,101.41,102.24,100.15,101.17,33513577,206148,101.112812
2016-03-11 05:00:00+00:00,102.24,102.28,101.5,102.26,27394213,155549,101.977045
2016-03-14 04:00:00+00:00,101.91,102.91,101.78,102.52,25076062,145485,102.452681
2016-03-15 04:00:00+00:00,103.96,105.18,103.85,104.58,40067734,225937,104.613539
2016-03-16 04:00:00+00:00,104.61,106.31,104.59,105.97,38282593,230348,105.538125
2016-03-17 04:00:00+00:00,105.52,106.47,104.96,105.8,34420705,175510,105.794428
2016-03-18 04:00:00+00:00,106.34,106.5,105.19,105.92,44205171,175168,105.962661
2016-03-21 04:00:00+00:00,105.93,107.65,105.1401,105.91,35395478,208778,106.210782
2016-03-22 04:00:00+00:00,105.25,107.29,105.21,106.72,32444020,174143,106.751012
2016-03-23 04:00:00+00:00,106.48,107.07,105.9,106.13,25703495,146397,106.476262
2016-03-24 04:00:00+00:00,105.47,106.25,104.89,105.67,26132955,143295,105.491857
2016-03-28 04:00:00+00:00,106.0,106.19,105.06,105.19,19411372,112797,105.451349
2016-03-29 04:00:00+00:00,104.89,107.79,104.88,107.68,31190083,175677,106.9208
2016-03-30 04:00:00+00:00,108.65,110.42,108.6,109.56,45601149,230965,109.568071
2016-03-31 04:00:00+00:00,109.72,109.9,108.88,108.99,25888449,135628,109.262943
2016-04-01 04:00:00+00:00,108.78,110.0,108.2,109.99,25873950,131199,109.45254
2016-04-04 04:00:00+00:00,110.42,112.19,110.27,111.12,37228704,208851,111.38352
2016-04-05 04:00:00+00:00,109.51,110.73,109.42,109.81,26578652,162226,110.022565
2016-04-06 04:00:00+00:00,110.23,110.98,109.2,110.96,26404077,150637,110.147213
2016-04-07 04:00:00+00:00,109.95,110.42,108.121,108.54,31801870,182057,109.150626
2016-04-08 04:00:00+00:00,108.91,109.77,108.17,108.66,23581740,147761,108.943433
2016-04-11 04:00:00+00:00,108.97,110.61,108.83,109.02,29374018,167025,109.781567
2016-04-12 04:00:00+00:00,109.34,110.5,108.66,110.44,27232325,166943,109.781128
2016-04-13 04:00:00+00:00,110.8,112.34,110.8,112.04,33257316,192789,111.853965
2016-04-14 04:00:00+00:00,111.62,112.39,111.33,112.1,25473923,142189,111.903059
2016-04-15 04:00:00+00:00,112.11,112.3,109.73,109.85,46867869,227930,110.681716
2016-04-18 04:00:00+00:00,108.89,108.95,106.94,107.48,60821211,281030,107.85523
2016-04-19 04:00:00+00:00,107.88,108.0,106.23,106.91,32384879,191756,106.981809
2016-04-20 04:00:00+00:00,106.64,108.09,106.06,107.13,30545030,167265,107.341254
2016-04-21 04:00:00+00:00,106.93,106.93,105.52,105.97,31552525,184327,106.026525
2016-04-22 04:00:00+00:00,105.01,106.48,104.62,105.68,33683119,193373,105.381329
2016-04-25 04:00:00+00:00,105.0,105.65,104.51,105.08,28031576,160512,105.037347
2016-04-26 04:00:00+00:00,103.91,105.3,103.91,104.35,55919965,312165,102.536267
2016-04-27 04:00:00+00:00,96.0,98.71,95.68,97.82,114602142,653471,97.361182
2016-04-28 04:00:00+00:00,97.59,97.88,94.25,94.83,82242690,473319,96.140362
2016-04-29 04:00:00+00:00,93.99,94.72,92.51,93.74,68511478,380711,93.465777
2016-05-02 04:00:00+00:00,93.965,94.08,92.4,93.64,48155904,270948,93.166508
2016-05-03 04:00:00+00:00,94.2,95.74,93.68,95.18,56831156,312299,94.685833
2016-05-04 04:00:00+00:00,95.2,95.9,93.82,94.19,40475475,225336,94.49009
2016-05-05 04:00:00+00:00,94.0,94.07,92.68,93.24,35890500,199730,93.124381
2016-05-06 04:00:00+00:00,93.37,93.45,91.85,92.72,43699886,233138,92.548033
2016-05-09 04:00:00+00:00,93.0,93.77,92.59,92.79,32936436,183318,93.126216
2016-05-10 04:00:00+00:00,93.33,93.57,92.11,93.42,33686836,194656,92.994631
2016-05-11 04:00:00+00:00,93.48,93.57,92.46,92.51,28719109,167020,92.906882
2016-05-12 04:00:00+00:00,92.72,92.78,89.47,90.34,76314690,432877,90.507912
2016-05-13 04:00:00+00:00,90.0,91.67,90.0,90.52,44392738,248037,90.796964
2016-05-16 04:00:00+00:00,92.38,94.39,91.65,93.88,61259756,341761,93.424446
2016-05-17 04:00:00+00:00,94.55,94.7,93.01,93.49,46916939,264259,93.73202
2016-05-18 04:00:00+00:00,94.16,95.21,93.89,94.56,42062193,241549,94.573903
2016-05-19 04:00:00+00:00,94.64,94.64,93.57,94.2,30442100,174529,93.960089
2016-05-20 04:00:00+00:00,94.64,95.43,94.52,95.22,32025968,171169,95.045733
2016-05-23 04:00:00+00:00,95.87,97.19,95.67,96.43,37995704,205675,96.646669
2016-05-24 04:00:00+00:00,97.21,98.09,96.84,97.9,35140174,199216,97.605326
2016-05-25 04:00:00+00:00,98.56,99.74,98.11,99.62,38642097,214584,99.133453
2016-05-26 04:00:00+00:00,99.68,100.73,98.64,100.41,56327159,211636,99.622063
2016-05-27 04:00:00+00:00,99.44,100.47,99.245,100.35,36341240,186142,99.956111
2016-05-31 04:00:00+00:00,99.6,100.4,98.82,99.86,42307197,198662,99.748199
2016-06-01 04:00:00+00:00,99.02,99.54,98.33,98.46,29173285,168974,98.989898
2016-06-02 04:00:00+00:00,97.6,97.84,96.63,97.72,40191530,221940,97.357966
2016-06-03 04:00:00+00:00,97.79,98.27,97.45,97.92,28504887,159073,97.903285
2016-06-06 04:00:00+00:00,97.99,101.89,97.55,98.63,23292504,138140,98.729408
2016-06-07 04:00:00+00:00,99.25,99.87,98.96,99.03,22409450,130380,99.370354
2016-06-08 04:00:00+00:00,99.02,99.56,98.68,98.94,20848131,120751,99.019489
2016-06-09 04:00:00+00:00,98.5,99.99,98.46,99.65,26601354,159312,99.581218
2016-06-10 04:00:00+00:00,98.53,99.3457,98.48,98.83,31712936,175475,98.908322
2016-06-13 04:00:00+00:00,98.69,99.12,97.1,97.34,38020454,225983,97.621881
2016-06-14 04:00:00+00:00,97.32,98.475,96.75,97.46,31931814,196928,97.429069
2016-06-15 04:00:00+00:00,97.82,98.41,97.03,97.14,29445227,168201,97.807898
2016-06-16 04:00:00+00:00,96.43,97.75,96.07,97.55,31098915,190545,96.904108
2016-06-17 04:00:00+00:00,96.62,96.65,95.3,95.33,61008018,254396,95.765919
2016-06-20 04:00:00+00:00,96.0,96.57,95.03,95.1,34411901,200093,95.896719
2016-06-21 04:00:00+00:00,94.94,96.35,94.676,95.91,35546358,203067,95.961584
2016-06-22 04:00:00+00:00,96.25,96.89,95.35,95.55,29200520,181346,96.044768
2016-06-23 04:00:00+00:00,95.94,96.29,95.25,96.1,32240187,184291,95.758613
2016-06-24 04:00:00+00:00,92.91,94.655,92.65,93.4,75311303,379477,93.576877
2016-06-27 04:00:00+00:00,93.0,93.05,91.5,92.04,46621468,289998,92.00702
2016-06-28 04:00:00+00:00,92.9,93.66,92.14,93.59,40444814,240677,92.92141
2016-06-29 04:00:00+00:00,93.97,94.55,93.63,94.4,36531006,216403,94.247288
2016-06-30 04:00:00+00:00,94.44,95.77,94.3,95.6,35836354,204308,95.272728
2016-07-01 04:00:00+00:00,95.49,96.465,95.33,95.89,25652540,154605,95.999795
2016-07-05 04:00:00+00:00,95.39,95.4,94.46,94.99,27705115,153252,94.833218
2016-07-06 04:00:00+00:00,94.6,95.66,94.37,95.53,30949090,187587,95.154464
2016-07-07 04:00:00+00:00,95.74,96.5,95.62,95.94,25126413,143921,96.053045
2016-07-08 04:00:00+00:00,96.49,96.89,96.05,96.68,28912103,168666,96.633188
2016-07-11 04:00:00+00:00,96.75,97.65,96.73,96.98,23794845,144019,97.236462
2016-07-12 04:00:00+00:00,97.17,97.7,97.12,97.42,24167463,151231,97.405575
2016-07-13 04:00:00+00:00,97.41,97.67,96.84,96.87,25892171,144843,97.1422
2016-07-14 04:00:00+00:00,97.39,98.99,97.32,98.79,38918997,231500,98.391632
2016-07-15 04:00:00+00:00,98.92,99.3,98.5,98.78,30136990,157724,98.859379
2016-07-18 04:00:00+00:00,98.7,100.13,98.6,99.83,36484342,200050,99.782595
2016-07-19 04:00:00+00:00,99.56,100.0,99.34,99.87,23779764,134939,99.799678
2016-07-20 04:00:00+00:00,100.0,100.46,99.735,99.96,26275968,146679,99.987325
2016-07-21 04:00:00+00:00,99.83,101.0,99.13,99.43,32702028,169896,99.904539
2016-07-22 04:00:00+00:00,99.26,99.3,98.31,98.66,28280269,153515,98.695129
2016-07-25 04:00:00+00:00,98.25,98.84,96.92,97.34,40382421,224242,97.661126
2016-07-26 04:00:00+00:00,96.82,97.97,96.42,96.67,56239822,289092,98.270803
2016-07-27 04:00:00+00:00,104.265,104.35,102.75,102.95,92344690,484303,103.540861
2016-07-28 04:00:00+00:00,102.83,104.45,102.82,104.34,39844839,216360,103.91867
2016-07-29 04:00:00+00:00,104.19,104.55,103.68,104.21,27711263,152936,104.11954
2016-08-01 04:00:00+00:00,104.41,106.15,104.41,106.05,38167871,212308,105.418131
2016-08-02 04:00:00+00:00,105.94,106.07,104.0,104.48,33815956,199996,104.770522
2016-08-03 04:00:00+00:00,104.85,105.84,104.77,105.79,30202641,168032,105.570624
2016-08-04 04:00:00+00:00,105.58,106.0,105.28,105.87,27408650,147500,105.727766
2016-08-05 04:00:00+00:00,106.27,107.65,106.18,107.48,40553402,182161,107.330604
2016-08-08 04:00:00+00:00,107.5,108.37,107.16,108.37,28037220,143108,107.920873
2016-08-09 04:00:00+00:00,108.23,108.94,108.01,108.81,26315144,154391,108.497332
2016-08-10 04:00:00+00:00,108.71,108.9,107.76,108.0,24008505,133573,108.159466
2016-08-11 04:00:00+00:00,108.52,108.93,107.85,107.93,27484506,128934,108.335017
2016-08-12 04:00:00+00:00,107.78,108.44,107.78,108.18,18660235,114633,108.128129
2016-08-15 04:00:00+00:00,108.14,109.54,108.08,109.48,25868209,146986,109.245224
2016-08-16 04:00:00+00:00,109.63,110.23,109.21,109.38,33794414,178821,109.756855
2016-08-17 04:00:00+00:00,109.1,109.37,108.34,109.22,25355976,155181,108.914948
2016-08-18 04:00:00+00:00,109.23,109.6,109.02,109.08,21984703,120957,109.284173
2016-08-19 04:00:00+00:00,108.77,109.69,108.36,109.36,25368072,146693,109.148167
2016-08-22 04:00:00+00:00,108.86,109.1,107.85,108.51,25820230,159760,108.480292
2016-08-23 04:00:00+00:00,108.59,109.32,108.53,108.85,21257669,125049,108.983779
2016-08-24 04:00:00+00:00,108.565,108.75,107.68,108.03,23675081,140592,108.139382
2016-08-25 04:00:00+00:00,107.39,107.88,106.68,107.57,25086248,159112,107.299484
2016-08-26 04:00:00+00:00,107.45,107.95,106.31,106.94,27765890,181341,107.108639
2016-08-29 04:00:00+00:00,106.62,107.44,106.29,106.82,24970300,146774,106.879038
2016-08-30 04:00:00+00:00,105.76,106.5,105.5,106.0,24863945,154474,105.959118
2016-08-31 04:00:00+00:00,105.66,106.5699,105.64,106.1,29662346,152274,106.210999
2016-09-01 04:00:00+00:00,106.14,106.8,105.62,106.73,26701523,151070,106.282084
2016-09-02 04:00:00+00:00,107.7,108.0,106.82,107.73,26802450,149198,107.454357
2016-09-06 04:00:00+00:00,107.9,108.3,107.51,107.7,26880391,136403,107.794108
2016-09-07 04:00:00+00:00,107.83,108.76,107.07,108.36,42364308,240163,107.787878
2016-09-08 04:00:00+00:00,107.25,107.27,105.24,105.52,53002026,284024,105.906551
2016-09-09 04:00:00+00:00,104.64,105.72,103.13,103.13,46556984,275698,104.062455
2016-09-12 04:00:00+00:00,102.695,105.72,102.53,105.44,45292770,259269,104.704672
2016-09-13 04:00:00+00:00,107.51,108.79,107.24,107.95,62176190,337192,108.078454
2016-09-14 04:00:00+00:00,108.73,113.03,108.6,111.77,112340318,580554,111.562965
2016-09-15 04:00:00+00:00,113.86,115.73,113.49,115.57,90613177,461585,114.939887
2016-09-16 04:00:00+00:00,115.15,116.13,114.04,114.92,79886911,316028,114.989891
2016-09-19 04:00:00+00:00,115.19,116.18,113.25,113.58,47023046,242802,114.298075
2016-09-20 04:00:00+00:00,113.05,114.12,112.51,113.57,34513869,184347,113.567582
2016-09-21 04:00:00+00:00,113.85,113.989,112.441,113.55,36003185,186221,113.199028
2016-09-22 04:00:00+00:00,114.35,114.94,114.0,114.62,31073914,169947,114.58277
2016-09-23 04:00:00+00:00,114.42,114.79,111.55,112.71,52481151,283295,113.146394
2016-09-26 04:00:00+00:00,111.64,113.39,111.55,112.88,29862942,167139,112.848858
2016-09-27 04:00:00+00:00,113.0,113.18,112.34,113.09,24607412,138614,112.868662
2016-09-28 04:00:00+00:00,113.69,114.64,113.43,113.95,29641085,166491,113.994997
2016-09-29 04:00:00+00:00,113.16,113.8,111.8,112.18,35886990,211659,112.509
2016-09-30 04:00:00+00:00,112.46,113.37,111.8,113.05,36379106,184106,112.869498
2016-10-03 04:00:00+00:00,112.71,113.05,112.28,112.52,21701716,131075,112.594759
2016-10-04 04:00:00+00:00,113.06,114.31,112.63,113.0,29730935,173328,113.473926
2016-10-05 04:00:00+00:00,113.4,113.66,112.69,113.05,21453089,127356,113.102656
2016-10-06 04:00:00+00:00,113.7,114.34,113.13,113.89,28779199,168292,113.867024
2016-10-07 04:00:00+00:00,114.31,114.56,113.51,114.06,24358443,134890,114.079863
2016-10-10 04:00:00+00:00,115.02,116.75,114.72,116.05,36055906,196558,116.056787
2016-10-11 04:00:00+00:00,117.7,118.69,116.2,116.3,63913543,322691,117.260055
2016-10-12 04:00:00+00:00,117.35,117.98,116.75,117.34,37586787,203123,117.378493
2016-10-13 04:00:00+00:00,116.79,117.44,115.72,116.98,35192406,201253,116.608212
2016-10-14 04:00:00+00:00,117.88,118.17,117.13,117.63,35650291,182548,117.611765
2016-10-17 04:00:00+00:00,117.33,117.84,116.78,117.55,23624896,135059,117.251975
2016-10-18 04:00:00+00:00,118.18,118.21,117.45,117.47,24553478,133015,117.857974
2016-10-19 04:00:00+00:00,117.25,117.76,113.8,117.12,20030594,124176,117.293516
2016-10-20 04:00:00+00:00,116.86,117.38,116.33,117.06,24125621,150406,116.957179
2016-10-21 04:00:00+00:00,116.81,116.91,116.28,116.6,23192665,122047,116.607778
2016-10-24 04:00:00+00:00,117.1,117.74,117.0,117.65,23538673,130477,117.42746
2016-10-25 04:00:00+00:00,117.95,118.36,117.31,118.25,48214909,257405,117.633806
2016-10-26 04:00:00+00:00,114.31,115.7,113.31,115.59,66134435,348953,114.659436
2016-10-27 04:00:00+00:00,115.39,123.45,114.1,123.45,34562245,153099,114.807446
2016-10-28 04:00:00+00:00,113.87,115.21,113.45,113.72,37969283,207759,114.206622
2016-10-31 04:00:00+00:00,113.65,114.23,113.2,113.54,26419644,137495,113.675349
2016-11-01 04:00:00+00:00,113.46,113.77,110.53,111.49,43927052,240676,111.778255
2016-11-02 04:00:00+00:00,111.4,112.35,111.23,111.59,28332007,165460,111.849196
2016-11-03 04:00:00+00:00,110.98,111.46,109.55,109.83,27078710,158184,110.242265
2016-11-04 04:00:00+00:00,108.53,110.25,108.11,108.84,31147976,177297,109.246083
2016-11-07 05:00:00+00:00,110.08,110.51,109.46,110.41,32560693,176601,110.082367
2016-11-08 05:00:00+00:00,110.31,111.72,109.7,111.06,24254444,145064,110.817968
2016-11-09 05:00:00+00:00,109.88,111.32,108.05,110.88,59249550,349049,109.756836
2016-11-10 05:00:00+00:00,111.09,111.09,105.83,107.79,57166261,374411,108.172725
2016-11-11 05:00:00+00:00,107.12,108.87,106.55,108.43,34146622,213715,108.102573
2016-11-14 05:00:00+00:00,107.71,107.809,104.08,105.71,51233250,303637,105.568538
2016-11-15 05:00:00+00:00,106.57,107.68,106.1593,107.11,32265410,192017,107.029326
2016-11-16 05:00:00+00:00,106.7,110.23,106.6,109.99,62154522,226707,109.204992
2016-11-17 05:00:00+00:00,109.81,110.35,108.83,109.95,28272162,169946,109.592205
2016-11-18 05:00:00+00:00,109.72,110.54,109.66,110.06,28429342,145707,110.004263
2016-11-21 05:00:00+00:00,110.12,111.99,110.01,111.73,29334621,165486,111.392541
2016-11-22 05:00:00+00:00,111.95,112.42,111.4,111.8,25968617,131652,111.838906
2016-11-23 05:00:00+00:00,111.36,111.51,110.33,111.23,27439681,144679,110.977809
2016-11-25 05:00:00+00:00,111.13,111.87,110.95,111.79,11478372,66305,111.491197
2016-11-28 05:00:00+00:00,111.405,112.465,111.39,111.57,27174359,135097,111.784047
2016-11-29 05:00:00+00:00,110.78,112.03,110.07,111.46,28557095,163353,111.151099
2016-11-30 05:00:00+00:00,111.6,112.2,110.27,110.52,36162278,178894,110.83432
2016-12-01 05:00:00+00:00,110.365,110.94,109.03,109.49,37112115,220996,109.808349
2016-12-02 05:00:00+00:00,109.3,110.09,108.85,109.9,26527997,147420,109.631204
2016-12-05 05:00:00+00:00,110.0,110.03,108.25,109.11,34411828,202233,109.157843
2016-12-06 05:00:00+00:00,109.5,110.36,109.19,109.95,26195558,156035,109.726789
2016-12-07 05:00:00+00:00,109.25,111.19,109.16,111.03,29998929,184166,110.340333
2016-12-08 05:00:00+00:00,110.86,112.43,110.6,112.12,27168516,157686,111.980953
2016-12-09 05:00:00+00:00,112.31,114.7,112.31,113.95,34402677,190214,113.886321
2016-12-12 05:00:00+00:00,113.29,115.0,112.49,113.3,26374509,161920,112.982571
2016-12-13 05:00:00+00:00,113.84,115.92,113.75,115.19,43733820,245488,115.266654
2016-12-14 05:00:00+00:00,115.04,116.2,114.98,115.19,34032955,209028,115.584487
2016-12-15 05:00:00+00:00,115.38,116.73,115.23,115.82,46904957,190831,116.082399
2016-12-16 05:00:00+00:00,116.47,116.5,115.645,115.97,44420329,154135,116.059858
2016-12-19 05:00:00+00:00,115.81,117.38,115.75,116.64,28784433,136348,116.780674
2016-12-20 05:00:00+00:00,116.74,117.5,116.68,116.95,21425050,109211,117.011066
2016-12-21 05:00:00+00:00,116.8,117.4,116.78,117.06,24285222,109919,117.073227
2016-12-22 05:00:00+00:00,116.35,116.51,115.64,116.29,26086234,131200,116.10896
2016-12-23 05:00:00+00:00,115.59,116.52,115.59,116.52,14249984,83709,116.315442
2016-12-27 05:00:00+00:00,116.52,117.8,116.49,117.26,18297016,109161,117.433499
2016-12-28 05:00:00+00:00,117.52,118.0166,116.2,116.76,20906064,122798,117.082174
2016-12-29 05:00:00+00:00,116.45,117.1095,116.4,116.73,15043079,95707,116.697792
2016-12-30 05:00:00+00:00,116.65,117.2,115.43,115.82,30589148,158072,115.964466
2017-01-03 05:00:00+00:00,115.8,116.33,114.76,116.15,28858812,158513,115.614123
2017-01-04 05:00:00+00:00,115.95,116.51,115.75,116.02,21128357,129950,116.131882
2017-01-05 05:00:00+00:00,115.93,116.8642,115.81,116.61,22193737,136222,116.461108
2017-01-06 05:00:00+00:00,116.78,118.16,116.47,117.91,31762830,177885,117.733473
2017-01-09 05:00:00+00:00,117.95,119.43,117.94,118.99,33561948,184629,118.979875
2017-01-10 05:00:00+00:00,118.77,119.38,118.3,119.11,24462659,146177,118.977677
2017-01-11 05:00:00+00:00,118.74,119.93,118.6,119.75,27588683,153269,119.261533
2017-01-12 05:00:00+00:00,118.895,119.3,118.21,119.25,27086403,165856,118.835299
2017-01-13 05:00:00+00:00,119.11,119.62,118.81,119.04,26188730,132989,119.067379
2017-01-17 05:00:00+00:00,118.34,120.24,118.22,120.0,34443353,189139,119.769027
2017-01-18 05:00:00+00:00,120.0,120.5,119.71,119.99,23810206,126593,120.029091
2017-01-19 05:00:00+00:00,119.4,120.09,119.37,119.78,25597433,130086,119.79703
2017-01-20 05:00:00+00:00,120.45,120.45,119.7346,120.0,32619204,148473,120.014212
2017-01-23 05:00:00+00:00,120.0,120.81,119.77,120.08,22050218,128202,120.130928
2017-01-24 05:00:00+00:00,119.55,120.1,119.5,119.97,23211545,134783,119.962225
2017-01-25 05:00:00+00:00,120.42,122.1,120.28,121.88,32587675,198926,121.516739
2017-01-26 05:00:00+00:00,121.67,122.44,121.6,121.94,26337756,126534,121.916006
2017-01-27 05:00:00+00:00,122.14,122.35,121.6,121.95,20564579,110702,121.940689
2017-01-30 05:00:00+00:00,120.93,121.63,120.66,121.63,30446852,164892,121.201024
2017-01-31 05:00:00+00:00,121.15,121.39,120.62,121.35,49240325,246124,121.628883
2017-02-01 05:00:00+00:00,127.03,130.49,127.01,128.75,111986662,537176,128.528836
2017-02-02 05:00:00+00:00,127.975,129.39,127.78,128.53,33795136,190097,128.410952
2017-02-03 05:00:00+00:00,128.31,129.19,128.16,129.08,24708040,135278,128.757721
2017-02-06 05:00:00+00:00,129.13,130.5,128.9,130.29,27250476,150867,130.102173
2017-02-07 05:00:00+00:00,130.54,132.09,130.0,131.53,38184421,190021,131.538561
2017-02-08 05:00:00+00:00,131.35,132.22,131.22,132.04,23495113,124782,131.654333
2017-02-09 05:00:00+00:00,131.65,132.445,131.12,132.42,28375843,132032,132.004412
2017-02-10 05:00:00+00:00,132.46,132.94,132.05,132.12,20074514,109765,132.356515
2017-02-13 05:00:00+00:00,133.1,133.82,132.75,133.29,23035571,131063,133.478368
2017-02-14 05:00:00+00:00,133.47,135.09,133.25,135.02,33311860,170319,134.391809
2017-02-15 05:00:00+00:00,135.52,136.27,134.62,135.51,36176396,187393,135.429518
2017-02-16 05:00:00+00:00,135.67,135.9,134.8398,135.345,22564154,135498,135.269413
2017-02-17 05:00:00+00:00,135.1,135.83,135.1,135.72,22198697,115346,135.459193
2017-02-21 05:00:00+00:00,136.23,136.75,135.98,136.7,24509479,129421,136.452119
2017-02-22 05:00:00+00:00,136.43,137.12,136.11,137.11,20843001,105698,136.715513
2017-02-23 05:00:00+00:00,137.38,137.48,136.3,136.53,20788196,131711,136.704063
2017-02-24 05:00:00+00:00,135.91,136.66,135.28,136.66,21827759,127250,136.005344
2017-02-27 05:00:00+00:00,137.14,137.435,136.28,136.93,20257906,123050,136.986116
2017-02-28 05:00:00+00:00,137.08,137.435,136.7,136.99,23483019,126842,137.061382
2017-03-01 05:00:00+00:00,137.89,140.15,137.595,139.79,36445271,207465,139.385245
2017-03-02 05:00:00+00:00,140.0,140.2786,138.76,138.96,26215756,157433,139.395843
2017-03-03 05:00:00+00:00,138.78,139.83,138.59,139.78,21583022,120912,139.429117
2017-03-06 05:00:00+00:00,139.4,139.77,138.5959,139.34,21880484,121046,139.136007
2017-03-07 05:00:00+00:00,139.11,139.98,138.79,139.52,17447241,110490,139.493476
2017-03-08 05:00:00+00:00,138.95,139.8,138.82,139.0,18708013,113167,139.230754
2017-03-09 05:00:00+00:00,138.74,138.79,137.05,138.68,22156445,129689,138.373268
2017-03-10 05:00:00+00:00,139.25,139.3571,138.64,139.14,19614315,115140,139.093704
2017-03-13 04:00:00+00:00,138.85,139.43,138.82,139.2,17421857,98286,139.128679
2017-03-14 04:00:00+00:00,139.3,139.65,138.84,138.99,15317453,98252,139.110777
2017-03-15 04:00:00+00:00,139.41,140.7501,139.025,140.46,25742067,141148,140.012544
2017-03-16 04:00:00+00:00,140.72,141.02,140.26,140.69,19232117,121226,140.63846
2017-03-17 04:00:00+00:00,141.0,141.0,139.89,139.99,44061746,122380,140.422084
2017-03-20 04:00:00+00:00,140.4,141.5,140.23,141.46,21559216,111763,141.089171
2017-03-21 04:00:00+00:00,142.14,142.8,139.73,139.84,39535245,238152,141.120212
2017-03-22 04:00:00+00:00,139.845,141.6,139.76,141.42,25861666,151525,140.87117
2017-03-23 04:00:00+00:00,141.26,141.5844,140.61,140.92,20346433,127779,141.013593
2017-03-24 04:00:00+00:00,141.45,141.74,140.35,140.64,22479611,131777,141.071358
