tickerName,modelName,RMSE,sharpeRatio,expectedValue
AAL,BiDirectional LSTM,0.36968448263027326,-0.03321779,14.825299
AAL,LSTM,0.41201919792651776,-0.03410232,14.71084
AAL,RNN,0.3832456391889428,-0.0019763005,14.93376
AAL,ANN,0.46301648154507286,-0.04777463,14.948158
AAL,CNN,0.8723902018801022,0.17937554,14.769772
AAL,Random Forrest,0.11624726623722877,0.19708525295695947,None
AAL,Attention-based LSTM,1.7603641968791375,0.05597306543942429,14.781511
AAPL,BiDirectional LSTM,2.1951131432772244,0.35508138,179.79753
AAPL,LSTM,2.8584109579270254,0.38451087,177.23097
AAPL,RNN,3.7067605595613653,0.28924102,178.70663
AAPL,ANN,7.7707399945268065,0.45249754,179.59079
AAPL,CNN,10.349028618230578,0.20734672,164.4064
AAPL,Random Forrest,2.052577072788673,0.23213334502019883,None
AAPL,Attention-based LSTM,6.595685218926797,0.08042554190923593,175.20651
ABC,BiDirectional LSTM,3.2607648814661925,0.1665036,174.56711
ABC,LSTM,3.494286891495216,0.17507929,173.04617
ABC,RNN,2.8514314725665684,0.048729204,173.8621
ABC,ANN,3.7930607631040782,0.21008259,173.77675
ABC,CNN,10.702058815503145,0.15565178,156.695
ABC,Random Forrest,1.2873940764128098,0.1586184884752836,None
ABC,Attention-based LSTM,6.223322433705679,0.12134796428575644,170.39102
ABNB,BiDirectional LSTM,3.7735196930580677,-0.02102397,116.766304
ABNB,LSTM,4.003756925639146,-0.016214576,116.92394
ABNB,RNN,3.9588806972382384,-0.047976125,117.7511
ABNB,ANN,5.163913143212688,-0.03907016,117.266174
ABNB,CNN,15.249899925422161,0.161584,103.191574
ABNB,Random Forrest,34.17060540395145,0.1475378493909458,None
ABNB,Attention-based LSTM,9.481767929559362,0.06038652008384261,109.24557
ABG,BiDirectional LSTM,6.30806667450186,-0.031339336,216.89023
ABG,LSTM,8.241191375183403,-0.050549988,216.60628
ABG,RNN,7.300009155035982,0.04707221,219.06914
ABG,ANN,6.604409689530244,-0.053977814,215.20479
ABG,CNN,9.144967282765569,0.18583913,205.52672
ABG,Random Forrest,6.2100833533881,0.22234888533153627,None
ABG,Attention-based LSTM,9.899919747703361,0.0903844580487083,210.33803
ACLS,BiDirectional LSTM,6.192430731209211,0.18330166,163.68167
ACLS,LSTM,18.79439705750971,0.18610393,156.25418
ACLS,RNN,4.228452084094956,0.12622899,165.0734
ACLS,ANN,5.89909457969667,0.15972961,162.32817
ACLS,CNN,3.3902911674602705,0.3345523,167.34988
ACLS,Random Forrest,7.650891082008451,0.31850864505880816,None
ACLS,Attention-based LSTM,18.91714658833653,0.19975217849761032,134.37294
ACN,BiDirectional LSTM,4.826471984089237,0.17327678,308.07233
ACN,LSTM,5.556460919456425,0.15594757,299.8454
ACN,RNN,4.985744927268645,0.09101467,307.15106
ACN,ANN,7.041063084659862,0.20542939,308.1654
ACN,CNN,18.194977793411006,0.13944648,282.1578
ACN,Random Forrest,11.238132399955918,0.1412958616140652,None
ACN,Attention-based LSTM,12.986019815436924,0.05973976556286788,291.6944
ADBE,BiDirectional LSTM,11.804685616488966,0.191953,429.87344
ADBE,LSTM,13.494387196929859,0.21328394,412.604
ADBE,RNN,8.98266911122958,0.13994072,434.0375
ADBE,ANN,12.714646319748912,0.22846356,433.14825
ADBE,CNN,33.52254688199717,0.14706133,382.82767
ADBE,Random Forrest,37.10966929283742,0.16079498761111238,None
ADBE,Attention-based LSTM,20.1368401392841,0.12313020839003831,391.34827
ADI,BiDirectional LSTM,3.2016559183958355,-0.03539674,177.0181
ADI,LSTM,5.371344019525933,-0.067262575,178.41437
ADI,RNN,3.1389783388842165,0.025401752,177.29066
ADI,ANN,3.492669091303132,-0.029891808,178.61116
ADI,CNN,11.36089173333055,0.114568144,163.99211
ADI,Random Forrest,2.503292574159755,0.13000920822280165,None
ADI,Attention-based LSTM,6.312817886120566,0.06990384431767521,180.02306
ADP,BiDirectional LSTM,2.9111506345088123,-0.063776,216.50558
ADP,LSTM,3.375127372220524,-0.07582772,215.3692
ADP,RNN,2.873020698323896,-0.09944691,217.00964
ADP,ANN,3.528621845829867,-0.12633033,214.63094
ADP,CNN,15.377414860382153,0.13205296,195.11615
ADP,Random Forrest,3.6233287383135786,0.12588224898990025,None
ADP,Attention-based LSTM,12.056731530082994,-0.012871406630850051,213.964
ADSK,BiDirectional LSTM,5.329145442974316,-0.037032418,208.13846
ADSK,LSTM,5.270558299894019,-0.050176226,207.35585
ADSK,RNN,4.677721645674381,0.03329984,208.08258
ADSK,ANN,5.139515367992299,-0.06451427,208.02515
ADSK,CNN,14.834975676164454,0.14069116,191.94522
ADSK,Random Forrest,4.78473769014522,0.14787991154236324,None
ADSK,Attention-based LSTM,11.020909852996647,0.03455374189832008,200.27844
AJG,BiDirectional LSTM,2.3579766888502443,0.18541639,205.26439
AJG,LSTM,6.007735888114076,0.16276282,202.19179
AJG,RNN,2.4056086145799394,0.07455884,205.93396
AJG,ANN,3.461265634737463,0.2113122,204.07608
AJG,CNN,5.630301370071756,0.19279365,202.4673
AJG,Random Forrest,2.0289238646865426,0.19101740511520698,None
AJG,Attention-based LSTM,8.98557409289792,0.08445859318029429,207.34116
ALB,BiDirectional LSTM,6.623884352286156,-0.092367604,211.37747
ALB,LSTM,9.832999458613243,-0.10388018,203.47697
ALB,RNN,7.230111733336078,-0.026028132,212.52763
ALB,ANN,8.168083409864387,-0.15712573,208.44368
ALB,CNN,31.19841873533623,0.30405504,171.17935
ALB,Random Forrest,11.458143947271129,0.3067500027264857,None
ALB,Attention-based LSTM,23.245204398148857,-0.03157166681402679,201.887
ALG,BiDirectional LSTM,4.149916884208816,0.061020415,177.09825
ALG,LSTM,8.220530673982962,0.066739075,175.08928
ALG,RNN,4.172323540573077,0.048788365,178.68922
ALG,ANN,4.825528074780217,0.08094514,175.51714
ALG,CNN,12.718611980473352,0.10414693,159.47223
ALG,Random Forrest,2.068599220287073,0.12181427786984561,None
ALG,Attention-based LSTM,12.101068545044273,0.10412369638640348,175.37234
ALGN,BiDirectional LSTM,8.706959294215768,-0.005009359,302.30807
ALGN,LSTM,9.906515439958003,0.028210046,294.60587
ALGN,RNN,12.059953660506915,0.10107274,305.75308
ALGN,ANN,11.428787626528553,-0.023353273,302.48013
ALGN,CNN,40.841358170685375,0.25775284,270.06635
ALGN,Random Forrest,39.7799995618432,0.2614207782845194,None
ALGN,Attention-based LSTM,28.090599391306284,0.07455603558672062,292.09183
ALNY,BiDirectional LSTM,4.363986718613715,-0.004164868,191.53758
ALNY,LSTM,4.7153479979268855,-0.0047483454,194.52036
ALNY,RNN,4.821722397052738,-0.056565892,193.41151
ALNY,ANN,4.0848195262410085,-0.024062684,193.0424
ALNY,CNN,11.036736609616684,0.16328914,184.24146
ALNY,Random Forrest,5.878968592180283,0.18632133320859998,None
ALNY,Attention-based LSTM,12.498507919522378,-0.008184097599615131,187.45335
ALX,BiDirectional LSTM,5.646700367641583,-0.26336503,179.91765
ALX,LSTM,13.808938298185389,-0.29363823,177.51747
ALX,RNN,4.113570538344146,-0.26299548,181.93353
ALX,ANN,8.780520866824897,-0.3932466,178.93945
ALX,CNN,22.130635067848683,0.09469433,153.87039
ALX,Random Forrest,9.394602310977714,0.11682818201890768,None
ALX,Attention-based LSTM,24.15803640362186,-0.06118710410155443,169.51093
AMD,BiDirectional LSTM,3.921296922689853,0.27245656,122.60738
AMD,LSTM,4.07613734630303,0.276215,115.25175
AMD,RNN,3.1088332053258556,0.19672225,124.49417
AMD,ANN,3.9498990521508635,0.32522196,119.99315
AMD,CNN,9.550642372799055,0.2146652,108.86597
AMD,Random Forrest,3.3108878862348274,0.24652618089212927,None
AMD,Attention-based LSTM,8.09811693895853,0.1206622517473558,109.89581
AMGN,BiDirectional LSTM,3.3135542950823305,-0.09634953,221.73535
AMGN,LSTM,3.5274819450912593,-0.14886923,220.98218
AMGN,RNN,2.8032940464193583,-0.18074818,221.05933
AMGN,ANN,3.349761328076785,-0.12408778,221.07024
AMGN,CNN,7.3389533045312225,0.065217055,216.50398
AMGN,Random Forrest,4.500785026182441,0.06823412285381686,None
AMGN,Attention-based LSTM,8.130834753157957,-0.005535746959515206,220.0744
AMT,BiDirectional LSTM,3.9111687613594706,-0.053703595,188.06197
AMT,LSTM,4.7076065499505955,-0.066616476,188.12076
AMT,RNN,3.508133755446332,-0.14080232,188.84833
AMT,ANN,3.8000646066237347,-0.08063496,189.46358
AMT,CNN,29.6794270457878,0.08347861,162.1979
AMT,Random Forrest,6.667448614121349,0.0740153980816099,None
AMT,Attention-based LSTM,14.185390377639985,-0.027625420771065185,189.95761
AMP,BiDirectional LSTM,7.5560728631332,-0.06254626,312.87006
AMP,LSTM,12.7702389425286,-0.07112503,306.3563
AMP,RNN,6.767651872472519,-0.021475708,313.401
AMP,ANN,8.832722435163102,-0.12001572,309.9472
AMP,CNN,10.179911004422502,0.20626527,307.8127
AMP,Random Forrest,13.237076637086792,0.2120462333263766,None
AMP,Attention-based LSTM,18.828593139040773,0.06794395850087169,301.32376
AMZN,BiDirectional LSTM,2.046091104970946,0.28941527,125.96265
AMZN,LSTM,2.713245133243564,0.2345594,121.24333
AMZN,RNN,2.700129537513134,0.18455003,126.20216
AMZN,ANN,2.7903280670803077,0.39964318,125.24383
AMZN,CNN,11.330701560157934,0.16260397,113.38507
AMZN,Random Forrest,2.67246449439925,0.1640398909958118,None
AMZN,Attention-based LSTM,11.739839481666476,0.03262611196459729,112.867096
ANSS,BiDirectional LSTM,4.717672866195452,0.166454,325.87674
ANSS,LSTM,7.258985925192362,0.24871616,316.6152
ANSS,RNN,5.6547889636412885,0.17933007,325.15323
ANSS,ANN,5.630942744098596,0.22363131,324.84497
ANSS,CNN,26.771521870909396,0.11855946,291.6959
